cell_id,pert_iname,pert_idose,pert_itime
A375,CP-724714,10.0 um,24 h
A375,CP-724714,3.33 um,24 h
A375,CP-724714,1.11 um,24 h
A375,CP-724714,0.37 um,24 h
A375,CP-724714,0.12 um,24 h
A375,CP-724714,0.04 um,24 h
A375,neratinib,10.0 um,24 h
A375,neratinib,3.33 um,24 h
A375,neratinib,1.11 um,24 h
A375,neratinib,0.37 um,24 h
A375,neratinib,0.12 um,24 h
A375,neratinib,0.04 um,24 h
A375,crizotinib,10.0 um,24 h
A375,crizotinib,3.33 um,24 h
A375,crizotinib,1.11 um,24 h
A375,crizotinib,0.37 um,24 h
A375,crizotinib,0.12 um,24 h
A375,HG-5-113-01,10.0 um,24 h
A375,HG-5-113-01,3.33 um,24 h
A375,HG-5-113-01,1.11 um,24 h
A375,HG-5-113-01,0.37 um,24 h
A375,HG-5-113-01,0.12 um,24 h
A375,HG-5-113-01,0.04 um,24 h
A375,tozasertib,10.0 um,24 h
A375,tozasertib,3.33 um,24 h
A375,tozasertib,1.11 um,24 h
A375,tozasertib,0.37 um,24 h
A375,tozasertib,0.12 um,24 h
A375,tozasertib,0.04 um,24 h
A375,AKT-inhibitor-1-2,10.0 um,24 h
A375,AKT-inhibitor-1-2,3.33 um,24 h
A375,AKT-inhibitor-1-2,1.11 um,24 h
A375,AKT-inhibitor-1-2,0.37 um,24 h
A375,AKT-inhibitor-1-2,0.12 um,24 h
A375,AKT-inhibitor-1-2,0.04 um,24 h
A375,PD-0325901,10.0 um,24 h
A375,PD-0325901,3.33 um,24 h
A375,PD-0325901,1.11 um,24 h
A375,PD-0325901,0.37 um,24 h
A375,PD-0325901,0.12 um,24 h
A375,PD-0325901,0.04 um,24 h
A375,NU-7441,10.0 um,24 h
A375,NU-7441,3.33 um,24 h
A375,NU-7441,1.11 um,24 h
A375,NU-7441,0.37 um,24 h
A375,NU-7441,0.12 um,24 h
A375,NU-7441,0.04 um,24 h
A375,vemurafenib,10.0 um,24 h
A375,vemurafenib,3.33 um,24 h
A375,vemurafenib,1.11 um,24 h
A375,vemurafenib,0.37 um,24 h
A375,vemurafenib,0.12 um,24 h
A375,vemurafenib,0.04 um,24 h
A375,mitoxantrone,10.0 um,24 h
A375,mitoxantrone,3.33 um,24 h
A375,mitoxantrone,1.11 um,24 h
A375,mitoxantrone,0.37 um,24 h
A375,mitoxantrone,0.12 um,24 h
A375,mitoxantrone,0.04 um,24 h
A375,dasatinib,10.0 um,24 h
A375,dasatinib,3.33 um,24 h
A375,dasatinib,1.11 um,24 h
A375,dasatinib,0.37 um,24 h
A375,dasatinib,0.12 um,24 h
A375,dasatinib,0.04 um,24 h
A375,barasertib-HQPA,10.0 um,24 h
A375,barasertib-HQPA,3.33 um,24 h
A375,barasertib-HQPA,1.11 um,24 h
A375,barasertib-HQPA,0.37 um,24 h
A375,barasertib-HQPA,0.12 um,24 h
A375,barasertib-HQPA,0.04 um,24 h
A375,enzastaurin,10.0 um,24 h
A375,enzastaurin,3.33 um,24 h
A375,enzastaurin,1.11 um,24 h
A375,enzastaurin,0.37 um,24 h
A375,enzastaurin,0.12 um,24 h
A375,enzastaurin,0.04 um,24 h
A375,WZ-3105,10.0 um,24 h
A375,WZ-3105,3.33 um,24 h
A375,WZ-3105,1.11 um,24 h
A375,WZ-3105,0.37 um,24 h
A375,WZ-3105,0.12 um,24 h
A375,WZ-3105,0.04 um,24 h
A375,GSK-1059615,10.0 um,24 h
A375,GSK-1059615,3.33 um,24 h
A375,GSK-1059615,1.11 um,24 h
A375,GSK-1059615,0.37 um,24 h
A375,GSK-1059615,0.12 um,24 h
A375,GSK-1059615,0.04 um,24 h
A375,PF-431396,10.0 um,24 h
A375,PF-431396,3.33 um,24 h
A375,PF-431396,1.11 um,24 h
A375,PF-431396,0.37 um,24 h
A375,PF-431396,0.12 um,24 h
A375,PF-431396,0.04 um,24 h
A375,NVP-AEW541,10.0 um,24 h
A375,NVP-AEW541,3.33 um,24 h
A375,NVP-AEW541,1.11 um,24 h
A375,NVP-AEW541,0.37 um,24 h
A375,NVP-AEW541,0.12 um,24 h
A375,NVP-AEW541,0.04 um,24 h
A375,dovitinib,10.0 um,24 h
A375,dovitinib,3.33 um,24 h
A375,dovitinib,1.11 um,24 h
A375,dovitinib,0.37 um,24 h
A375,dovitinib,0.12 um,24 h
A375,dovitinib,0.04 um,24 h
A375,CGP-60474,10.0 um,24 h
A375,CGP-60474,3.33 um,24 h
A375,CGP-60474,1.11 um,24 h
A375,CGP-60474,0.37 um,24 h
A375,CGP-60474,0.12 um,24 h
A375,CGP-60474,0.04 um,24 h
A375,PHA-665752,10.0 um,24 h
A375,PHA-665752,3.33 um,24 h
A375,PHA-665752,1.11 um,24 h
A375,PHA-665752,0.37 um,24 h
A375,PHA-665752,0.12 um,24 h
A375,PHA-665752,0.04 um,24 h
A375,GSK-690693,10.0 um,24 h
A375,GSK-690693,3.33 um,24 h
A375,GSK-690693,1.11 um,24 h
A375,GSK-690693,0.37 um,24 h
A375,GSK-690693,0.12 um,24 h
A375,GSK-690693,0.04 um,24 h
A375,LDN-193189,3.33 um,24 h
A375,LDN-193189,1.11 um,24 h
A375,LDN-193189,0.37 um,24 h
A375,LDN-193189,0.12 um,24 h
A375,LDN-193189,0.04 um,24 h
A375,SAR-245408,10.0 um,24 h
A375,SAR-245408,3.33 um,24 h
A375,SAR-245408,1.11 um,24 h
A375,SAR-245408,0.37 um,24 h
A375,SAR-245408,0.12 um,24 h
A375,SAR-245408,0.04 um,24 h
A375,withaferin-a,10.0 um,24 h
A375,withaferin-a,3.33 um,24 h
A375,withaferin-a,1.11 um,24 h
A375,withaferin-a,0.37 um,24 h
A375,withaferin-a,0.12 um,24 h
A375,withaferin-a,0.04 um,24 h
A375,AZD-8330,10.0 um,24 h
A375,AZD-8330,3.33 um,24 h
A375,AZD-8330,1.11 um,24 h
A375,AZD-8330,0.37 um,24 h
A375,AZD-8330,0.12 um,24 h
A375,AZD-8330,0.04 um,24 h
A375,buparlisib,10.0 um,24 h
A375,buparlisib,3.33 um,24 h
A375,buparlisib,1.11 um,24 h
A375,buparlisib,0.37 um,24 h
A375,buparlisib,0.12 um,24 h
A375,buparlisib,0.04 um,24 h
A375,foretinib,10.0 um,24 h
A375,foretinib,3.33 um,24 h
A375,foretinib,1.11 um,24 h
A375,foretinib,0.37 um,24 h
A375,foretinib,0.12 um,24 h
A375,foretinib,0.04 um,24 h
A375,NVP-AUY922,10.0 um,24 h
A375,NVP-AUY922,3.33 um,24 h
A375,NVP-AUY922,1.11 um,24 h
A375,NVP-AUY922,0.37 um,24 h
A375,NVP-AUY922,0.12 um,24 h
A375,NVP-AUY922,0.04 um,24 h
A375,TGX-221,10.0 um,24 h
A375,TGX-221,3.33 um,24 h
A375,TGX-221,1.11 um,24 h
A375,TGX-221,0.37 um,24 h
A375,TGX-221,0.12 um,24 h
A375,TGX-221,0.04 um,24 h
A375,AZD-6482,10.0 um,24 h
A375,AZD-6482,3.33 um,24 h
A375,AZD-6482,1.11 um,24 h
A375,AZD-6482,0.37 um,24 h
A375,AZD-6482,0.12 um,24 h
A375,AZD-6482,0.04 um,24 h
A375,CP-466722,10.0 um,24 h
A375,CP-466722,3.33 um,24 h
A375,CP-466722,1.11 um,24 h
A375,CP-466722,0.37 um,24 h
A375,CP-466722,0.12 um,24 h
A375,CP-466722,0.04 um,24 h
A375,pelitinib,10.0 um,24 h
A375,pelitinib,3.33 um,24 h
A375,pelitinib,1.11 um,24 h
A375,pelitinib,0.37 um,24 h
A375,pelitinib,0.12 um,24 h
A375,pelitinib,0.04 um,24 h
A375,torin-2,10.0 um,24 h
A375,torin-2,3.33 um,24 h
A375,torin-2,1.11 um,24 h
A375,torin-2,0.37 um,24 h
A375,torin-2,0.12 um,24 h
A375,torin-2,0.04 um,24 h
A375,roscovitine,10.0 um,24 h
A375,roscovitine,3.33 um,24 h
A375,roscovitine,1.11 um,24 h
A375,roscovitine,0.37 um,24 h
A375,roscovitine,0.12 um,24 h
A375,roscovitine,0.04 um,24 h
A375,SU-11274,10.0 um,24 h
A375,SU-11274,3.33 um,24 h
A375,SU-11274,1.11 um,24 h
A375,SU-11274,0.37 um,24 h
A375,SU-11274,0.12 um,24 h
A375,SU-11274,0.04 um,24 h
A375,PF-477736,10.0 um,24 h
A375,PF-477736,3.33 um,24 h
A375,PF-477736,1.11 um,24 h
A375,PF-477736,0.37 um,24 h
A375,PF-477736,0.12 um,24 h
A375,PF-477736,0.04 um,24 h
A375,PLX-4720,10.0 um,24 h
A375,PLX-4720,3.33 um,24 h
A375,PLX-4720,1.11 um,24 h
A375,PLX-4720,0.37 um,24 h
A375,PLX-4720,0.12 um,24 h
A375,PLX-4720,0.04 um,24 h
A375,radicicol,10.0 um,24 h
A375,radicicol,3.33 um,24 h
A375,radicicol,1.11 um,24 h
A375,radicicol,0.37 um,24 h
A375,radicicol,0.12 um,24 h
A375,radicicol,0.04 um,24 h
A375,PIK-93,10.0 um,24 h
A375,PIK-93,3.33 um,24 h
A375,PIK-93,1.11 um,24 h
A375,PIK-93,0.37 um,24 h
A375,PIK-93,0.12 um,24 h
A375,PIK-93,0.04 um,24 h
A375,GDC-0980,10.0 um,24 h
A375,GDC-0980,3.33 um,24 h
A375,GDC-0980,1.11 um,24 h
A375,GDC-0980,0.37 um,24 h
A375,GDC-0980,0.12 um,24 h
A375,GDC-0980,0.04 um,24 h
A375,TG-101348,10.0 um,24 h
A375,TG-101348,3.33 um,24 h
A375,TG-101348,1.11 um,24 h
A375,TG-101348,0.37 um,24 h
A375,TG-101348,0.12 um,24 h
A375,TG-101348,0.04 um,24 h
A375,PD-184352,10.0 um,24 h
A375,PD-184352,3.33 um,24 h
A375,PD-184352,1.11 um,24 h
A375,PD-184352,0.37 um,24 h
A375,PD-184352,0.12 um,24 h
A375,PD-184352,0.04 um,24 h
A375,SB-590885,10.0 um,24 h
A375,SB-590885,3.33 um,24 h
A375,SB-590885,1.11 um,24 h
A375,SB-590885,0.37 um,24 h
A375,SB-590885,0.12 um,24 h
A375,SB-590885,0.04 um,24 h
A375,BX-912,10.0 um,24 h
A375,BX-912,3.33 um,24 h
A375,BX-912,1.11 um,24 h
A375,BX-912,0.37 um,24 h
A375,BX-912,0.12 um,24 h
A375,BX-912,0.04 um,24 h
A375,TWS-119,10.0 um,24 h
A375,TWS-119,3.33 um,24 h
A375,TWS-119,1.11 um,24 h
A375,TWS-119,0.37 um,24 h
A375,TWS-119,0.12 um,24 h
A375,TWS-119,0.04 um,24 h
A375,XMD-16144,10.0 um,24 h
A375,XMD-16144,3.33 um,24 h
A375,XMD-16144,1.11 um,24 h
A375,XMD-16144,0.37 um,24 h
A375,XMD-16144,0.12 um,24 h
A375,XMD-16144,0.04 um,24 h
A375,NVP-BEZ235,10.0 um,24 h
A375,NVP-BEZ235,3.33 um,24 h
A375,NVP-BEZ235,1.11 um,24 h
A375,NVP-BEZ235,0.37 um,24 h
A375,NVP-BEZ235,0.12 um,24 h
A375,NVP-BEZ235,0.04 um,24 h
A375,erlotinib,10.0 um,24 h
A375,erlotinib,3.33 um,24 h
A375,erlotinib,1.11 um,24 h
A375,erlotinib,0.37 um,24 h
A375,erlotinib,0.12 um,24 h
A375,erlotinib,0.04 um,24 h
A375,alpelisib,10.0 um,24 h
A375,alpelisib,3.33 um,24 h
A375,alpelisib,1.11 um,24 h
A375,alpelisib,0.37 um,24 h
A375,alpelisib,0.12 um,24 h
A375,alpelisib,0.04 um,24 h
A375,YM-201636,10.0 um,24 h
A375,YM-201636,3.33 um,24 h
A375,YM-201636,1.11 um,24 h
A375,YM-201636,0.37 um,24 h
A375,YM-201636,0.12 um,24 h
A375,YM-201636,0.04 um,24 h
A375,nilotinib,10.0 um,24 h
A375,nilotinib,3.33 um,24 h
A375,nilotinib,1.11 um,24 h
A375,nilotinib,0.37 um,24 h
A375,nilotinib,0.12 um,24 h
A375,nilotinib,0.04 um,24 h
A375,geldanamycin,10.0 um,24 h
A375,geldanamycin,3.33 um,24 h
A375,geldanamycin,0.37 um,24 h
A375,geldanamycin,0.12 um,24 h
A375,geldanamycin,0.04 um,24 h
A375,WH-4-025,10.0 um,24 h
A375,WH-4-025,3.33 um,24 h
A375,WH-4-025,1.11 um,24 h
A375,WH-4-025,0.37 um,24 h
A375,WH-4-025,0.12 um,24 h
A375,WH-4-025,0.04 um,24 h
A375,ruxolitinib,10.0 um,24 h
A375,ruxolitinib,3.33 um,24 h
A375,ruxolitinib,1.11 um,24 h
A375,ruxolitinib,0.37 um,24 h
A375,ruxolitinib,0.12 um,24 h
A375,ruxolitinib,0.04 um,24 h
A375,linsitinib,10.0 um,24 h
A375,linsitinib,3.33 um,24 h
A375,linsitinib,1.11 um,24 h
A375,linsitinib,0.37 um,24 h
A375,linsitinib,0.12 um,24 h
A375,linsitinib,0.04 um,24 h
A375,AS-601245,10.0 um,24 h
A375,AS-601245,3.33 um,24 h
A375,AS-601245,1.11 um,24 h
A375,AS-601245,0.37 um,24 h
A375,AS-601245,0.12 um,24 h
A375,AS-601245,0.04 um,24 h
A375,CYT387,10.0 um,24 h
A375,CYT387,3.33 um,24 h
A375,CYT387,1.11 um,24 h
A375,CYT387,0.37 um,24 h
A375,CYT387,0.12 um,24 h
A375,CYT387,0.04 um,24 h
A375,brivanib,10.0 um,24 h
A375,brivanib,3.33 um,24 h
A375,brivanib,1.11 um,24 h
A375,brivanib,0.37 um,24 h
A375,brivanib,0.12 um,24 h
A375,brivanib,0.04 um,24 h
A375,trametinib,10.0 um,24 h
A375,trametinib,3.33 um,24 h
A375,trametinib,1.11 um,24 h
A375,trametinib,0.37 um,24 h
A375,trametinib,0.12 um,24 h
A375,trametinib,0.04 um,24 h
A375,crizotinib,0.04 um,24 h
A375,LDN-193189,10.0 um,24 h
MCF7,CP-724714,10.0 um,24 h
MCF7,CP-724714,3.33 um,24 h
MCF7,CP-724714,1.11 um,24 h
MCF7,CP-724714,0.37 um,24 h
MCF7,CP-724714,0.12 um,24 h
MCF7,CP-724714,0.04 um,24 h
MCF7,neratinib,10.0 um,24 h
MCF7,neratinib,3.33 um,24 h
MCF7,neratinib,1.11 um,24 h
MCF7,neratinib,0.37 um,24 h
MCF7,neratinib,0.12 um,24 h
MCF7,neratinib,0.04 um,24 h
MCF7,crizotinib,3.33 um,24 h
MCF7,crizotinib,1.11 um,24 h
MCF7,crizotinib,0.37 um,24 h
MCF7,crizotinib,0.12 um,24 h
MCF7,crizotinib,0.04 um,24 h
MCF7,HG-5-113-01,10.0 um,24 h
MCF7,HG-5-113-01,3.33 um,24 h
MCF7,HG-5-113-01,1.11 um,24 h
MCF7,HG-5-113-01,0.37 um,24 h
MCF7,HG-5-113-01,0.12 um,24 h
MCF7,HG-5-113-01,0.04 um,24 h
MCF7,tozasertib,10.0 um,24 h
MCF7,tozasertib,3.33 um,24 h
MCF7,tozasertib,1.11 um,24 h
MCF7,tozasertib,0.37 um,24 h
MCF7,tozasertib,0.12 um,24 h
MCF7,tozasertib,0.04 um,24 h
MCF7,AKT-inhibitor-1-2,10.0 um,24 h
MCF7,AKT-inhibitor-1-2,3.33 um,24 h
MCF7,AKT-inhibitor-1-2,1.11 um,24 h
MCF7,AKT-inhibitor-1-2,0.37 um,24 h
MCF7,AKT-inhibitor-1-2,0.12 um,24 h
MCF7,AKT-inhibitor-1-2,0.04 um,24 h
MCF7,PD-0325901,10.0 um,24 h
MCF7,PD-0325901,3.33 um,24 h
MCF7,PD-0325901,1.11 um,24 h
MCF7,PD-0325901,0.37 um,24 h
MCF7,PD-0325901,0.12 um,24 h
MCF7,PD-0325901,0.04 um,24 h
MCF7,NU-7441,10.0 um,24 h
MCF7,NU-7441,3.33 um,24 h
MCF7,NU-7441,1.11 um,24 h
MCF7,NU-7441,0.37 um,24 h
MCF7,NU-7441,0.12 um,24 h
MCF7,NU-7441,0.04 um,24 h
MCF7,vemurafenib,10.0 um,24 h
MCF7,vemurafenib,3.33 um,24 h
MCF7,vemurafenib,1.11 um,24 h
MCF7,vemurafenib,0.37 um,24 h
MCF7,vemurafenib,0.12 um,24 h
MCF7,vemurafenib,0.04 um,24 h
MCF7,mitoxantrone,10.0 um,24 h
MCF7,mitoxantrone,3.33 um,24 h
MCF7,mitoxantrone,1.11 um,24 h
MCF7,mitoxantrone,0.37 um,24 h
MCF7,mitoxantrone,0.12 um,24 h
MCF7,mitoxantrone,0.04 um,24 h
MCF7,dasatinib,10.0 um,24 h
MCF7,dasatinib,3.33 um,24 h
MCF7,dasatinib,1.11 um,24 h
MCF7,dasatinib,0.37 um,24 h
MCF7,dasatinib,0.12 um,24 h
MCF7,dasatinib,0.04 um,24 h
MCF7,barasertib-HQPA,10.0 um,24 h
MCF7,barasertib-HQPA,1.11 um,24 h
MCF7,barasertib-HQPA,0.37 um,24 h
MCF7,barasertib-HQPA,0.12 um,24 h
MCF7,barasertib-HQPA,0.04 um,24 h
MCF7,enzastaurin,10.0 um,24 h
MCF7,enzastaurin,3.33 um,24 h
MCF7,enzastaurin,1.11 um,24 h
MCF7,enzastaurin,0.37 um,24 h
MCF7,enzastaurin,0.12 um,24 h
MCF7,enzastaurin,0.04 um,24 h
MCF7,WZ-3105,10.0 um,24 h
MCF7,WZ-3105,0.37 um,24 h
MCF7,WZ-3105,0.12 um,24 h
MCF7,WZ-3105,0.04 um,24 h
MCF7,GSK-1059615,10.0 um,24 h
MCF7,GSK-1059615,3.33 um,24 h
MCF7,GSK-1059615,1.11 um,24 h
MCF7,GSK-1059615,0.37 um,24 h
MCF7,GSK-1059615,0.12 um,24 h
MCF7,GSK-1059615,0.04 um,24 h
MCF7,PF-431396,10.0 um,24 h
MCF7,PF-431396,3.33 um,24 h
MCF7,PF-431396,1.11 um,24 h
MCF7,PF-431396,0.37 um,24 h
MCF7,PF-431396,0.12 um,24 h
MCF7,PF-431396,0.04 um,24 h
MCF7,NVP-AEW541,10.0 um,24 h
MCF7,NVP-AEW541,3.33 um,24 h
MCF7,NVP-AEW541,1.11 um,24 h
MCF7,NVP-AEW541,0.37 um,24 h
MCF7,NVP-AEW541,0.12 um,24 h
MCF7,NVP-AEW541,0.04 um,24 h
MCF7,dovitinib,10.0 um,24 h
MCF7,dovitinib,3.33 um,24 h
MCF7,dovitinib,1.11 um,24 h
MCF7,dovitinib,0.37 um,24 h
MCF7,dovitinib,0.12 um,24 h
MCF7,dovitinib,0.04 um,24 h
MCF7,CGP-60474,3.33 um,24 h
MCF7,CGP-60474,1.11 um,24 h
MCF7,CGP-60474,0.37 um,24 h
MCF7,CGP-60474,0.12 um,24 h
MCF7,CGP-60474,0.04 um,24 h
MCF7,PHA-665752,10.0 um,24 h
MCF7,PHA-665752,3.33 um,24 h
MCF7,PHA-665752,1.11 um,24 h
MCF7,PHA-665752,0.37 um,24 h
MCF7,PHA-665752,0.12 um,24 h
MCF7,PHA-665752,0.04 um,24 h
MCF7,GSK-690693,10.0 um,24 h
MCF7,GSK-690693,3.33 um,24 h
MCF7,GSK-690693,1.11 um,24 h
MCF7,GSK-690693,0.37 um,24 h
MCF7,GSK-690693,0.12 um,24 h
MCF7,GSK-690693,0.04 um,24 h
MCF7,LDN-193189,10.0 um,24 h
MCF7,LDN-193189,3.33 um,24 h
MCF7,LDN-193189,1.11 um,24 h
MCF7,LDN-193189,0.37 um,24 h
MCF7,LDN-193189,0.12 um,24 h
MCF7,LDN-193189,0.04 um,24 h
MCF7,SAR-245408,10.0 um,24 h
MCF7,SAR-245408,1.11 um,24 h
MCF7,SAR-245408,0.37 um,24 h
MCF7,SAR-245408,0.12 um,24 h
MCF7,SAR-245408,0.04 um,24 h
MCF7,withaferin-a,10.0 um,24 h
MCF7,withaferin-a,3.33 um,24 h
MCF7,withaferin-a,1.11 um,24 h
MCF7,withaferin-a,0.37 um,24 h
MCF7,withaferin-a,0.12 um,24 h
MCF7,withaferin-a,0.04 um,24 h
MCF7,AZD-8330,10.0 um,24 h
MCF7,AZD-8330,3.33 um,24 h
MCF7,AZD-8330,1.11 um,24 h
MCF7,AZD-8330,0.37 um,24 h
MCF7,AZD-8330,0.12 um,24 h
MCF7,AZD-8330,0.04 um,24 h
MCF7,buparlisib,10.0 um,24 h
MCF7,buparlisib,3.33 um,24 h
MCF7,buparlisib,1.11 um,24 h
MCF7,buparlisib,0.37 um,24 h
MCF7,buparlisib,0.12 um,24 h
MCF7,buparlisib,0.04 um,24 h
MCF7,foretinib,10.0 um,24 h
MCF7,foretinib,3.33 um,24 h
MCF7,foretinib,1.11 um,24 h
MCF7,foretinib,0.37 um,24 h
MCF7,foretinib,0.12 um,24 h
MCF7,foretinib,0.04 um,24 h
MCF7,NVP-AUY922,10.0 um,24 h
MCF7,NVP-AUY922,3.33 um,24 h
MCF7,NVP-AUY922,1.11 um,24 h
MCF7,NVP-AUY922,0.37 um,24 h
MCF7,NVP-AUY922,0.12 um,24 h
MCF7,NVP-AUY922,0.04 um,24 h
MCF7,TGX-221,10.0 um,24 h
MCF7,TGX-221,3.33 um,24 h
MCF7,TGX-221,1.11 um,24 h
MCF7,TGX-221,0.37 um,24 h
MCF7,TGX-221,0.12 um,24 h
MCF7,TGX-221,0.04 um,24 h
MCF7,AZD-6482,10.0 um,24 h
MCF7,AZD-6482,3.33 um,24 h
MCF7,AZD-6482,1.11 um,24 h
MCF7,AZD-6482,0.37 um,24 h
MCF7,AZD-6482,0.12 um,24 h
MCF7,AZD-6482,0.04 um,24 h
MCF7,CP-466722,10.0 um,24 h
MCF7,CP-466722,3.33 um,24 h
MCF7,CP-466722,1.11 um,24 h
MCF7,CP-466722,0.37 um,24 h
MCF7,CP-466722,0.12 um,24 h
MCF7,CP-466722,0.04 um,24 h
MCF7,pelitinib,10.0 um,24 h
MCF7,pelitinib,3.33 um,24 h
MCF7,pelitinib,1.11 um,24 h
MCF7,pelitinib,0.37 um,24 h
MCF7,pelitinib,0.12 um,24 h
MCF7,pelitinib,0.04 um,24 h
MCF7,torin-2,10.0 um,24 h
MCF7,torin-2,3.33 um,24 h
MCF7,torin-2,1.11 um,24 h
MCF7,torin-2,0.37 um,24 h
MCF7,roscovitine,10.0 um,24 h
MCF7,roscovitine,3.33 um,24 h
MCF7,roscovitine,1.11 um,24 h
MCF7,roscovitine,0.37 um,24 h
MCF7,roscovitine,0.12 um,24 h
MCF7,roscovitine,0.04 um,24 h
MCF7,SU-11274,10.0 um,24 h
MCF7,SU-11274,3.33 um,24 h
MCF7,SU-11274,1.11 um,24 h
MCF7,SU-11274,0.37 um,24 h
MCF7,SU-11274,0.12 um,24 h
MCF7,SU-11274,0.04 um,24 h
MCF7,PF-477736,10.0 um,24 h
MCF7,PF-477736,3.33 um,24 h
MCF7,PF-477736,1.11 um,24 h
MCF7,PF-477736,0.37 um,24 h
MCF7,PF-477736,0.12 um,24 h
MCF7,PF-477736,0.04 um,24 h
MCF7,PLX-4720,10.0 um,24 h
MCF7,PLX-4720,3.33 um,24 h
MCF7,PLX-4720,1.11 um,24 h
MCF7,PLX-4720,0.37 um,24 h
MCF7,PLX-4720,0.12 um,24 h
MCF7,PLX-4720,0.04 um,24 h
MCF7,radicicol,10.0 um,24 h
MCF7,radicicol,3.33 um,24 h
MCF7,radicicol,1.11 um,24 h
MCF7,radicicol,0.37 um,24 h
MCF7,radicicol,0.12 um,24 h
MCF7,radicicol,0.04 um,24 h
MCF7,PIK-93,10.0 um,24 h
MCF7,PIK-93,3.33 um,24 h
MCF7,PIK-93,1.11 um,24 h
MCF7,PIK-93,0.37 um,24 h
MCF7,PIK-93,0.12 um,24 h
MCF7,PIK-93,0.04 um,24 h
MCF7,GDC-0980,10.0 um,24 h
MCF7,GDC-0980,3.33 um,24 h
MCF7,GDC-0980,1.11 um,24 h
MCF7,GDC-0980,0.37 um,24 h
MCF7,GDC-0980,0.12 um,24 h
MCF7,GDC-0980,0.04 um,24 h
MCF7,TG-101348,10.0 um,24 h
MCF7,TG-101348,3.33 um,24 h
MCF7,TG-101348,1.11 um,24 h
MCF7,TG-101348,0.37 um,24 h
MCF7,TG-101348,0.12 um,24 h
MCF7,TG-101348,0.04 um,24 h
MCF7,PD-184352,10.0 um,24 h
MCF7,PD-184352,3.33 um,24 h
MCF7,PD-184352,1.11 um,24 h
MCF7,PD-184352,0.37 um,24 h
MCF7,PD-184352,0.12 um,24 h
MCF7,PD-184352,0.04 um,24 h
MCF7,SB-590885,10.0 um,24 h
MCF7,SB-590885,3.33 um,24 h
MCF7,SB-590885,1.11 um,24 h
MCF7,SB-590885,0.37 um,24 h
MCF7,SB-590885,0.12 um,24 h
MCF7,SB-590885,0.04 um,24 h
MCF7,BX-912,10.0 um,24 h
MCF7,BX-912,3.33 um,24 h
MCF7,BX-912,1.11 um,24 h
MCF7,BX-912,0.37 um,24 h
MCF7,BX-912,0.12 um,24 h
MCF7,BX-912,0.04 um,24 h
MCF7,TWS-119,10.0 um,24 h
MCF7,TWS-119,3.33 um,24 h
MCF7,TWS-119,1.11 um,24 h
MCF7,TWS-119,0.37 um,24 h
MCF7,TWS-119,0.12 um,24 h
MCF7,TWS-119,0.04 um,24 h
MCF7,XMD-16144,10.0 um,24 h
MCF7,XMD-16144,3.33 um,24 h
MCF7,XMD-16144,1.11 um,24 h
MCF7,XMD-16144,0.37 um,24 h
MCF7,XMD-16144,0.12 um,24 h
MCF7,XMD-16144,0.04 um,24 h
MCF7,NVP-BEZ235,10.0 um,24 h
MCF7,NVP-BEZ235,3.33 um,24 h
MCF7,NVP-BEZ235,1.11 um,24 h
MCF7,NVP-BEZ235,0.37 um,24 h
MCF7,NVP-BEZ235,0.12 um,24 h
MCF7,NVP-BEZ235,0.04 um,24 h
MCF7,erlotinib,10.0 um,24 h
MCF7,erlotinib,3.33 um,24 h
MCF7,erlotinib,1.11 um,24 h
MCF7,erlotinib,0.37 um,24 h
MCF7,erlotinib,0.12 um,24 h
MCF7,erlotinib,0.04 um,24 h
MCF7,alpelisib,10.0 um,24 h
MCF7,alpelisib,3.33 um,24 h
MCF7,alpelisib,1.11 um,24 h
MCF7,alpelisib,0.37 um,24 h
MCF7,alpelisib,0.12 um,24 h
MCF7,alpelisib,0.04 um,24 h
MCF7,YM-201636,10.0 um,24 h
MCF7,YM-201636,3.33 um,24 h
MCF7,YM-201636,1.11 um,24 h
MCF7,YM-201636,0.37 um,24 h
MCF7,YM-201636,0.12 um,24 h
MCF7,YM-201636,0.04 um,24 h
MCF7,nilotinib,10.0 um,24 h
MCF7,nilotinib,3.33 um,24 h
MCF7,nilotinib,1.11 um,24 h
MCF7,nilotinib,0.37 um,24 h
MCF7,nilotinib,0.12 um,24 h
MCF7,nilotinib,0.04 um,24 h
MCF7,geldanamycin,10.0 um,24 h
MCF7,geldanamycin,3.33 um,24 h
MCF7,geldanamycin,1.11 um,24 h
MCF7,geldanamycin,0.37 um,24 h
MCF7,geldanamycin,0.12 um,24 h
MCF7,geldanamycin,0.04 um,24 h
MCF7,WH-4-025,10.0 um,24 h
MCF7,WH-4-025,3.33 um,24 h
MCF7,WH-4-025,1.11 um,24 h
MCF7,WH-4-025,0.37 um,24 h
MCF7,WH-4-025,0.12 um,24 h
MCF7,WH-4-025,0.04 um,24 h
MCF7,ruxolitinib,10.0 um,24 h
MCF7,ruxolitinib,3.33 um,24 h
MCF7,ruxolitinib,1.11 um,24 h
MCF7,ruxolitinib,0.37 um,24 h
MCF7,ruxolitinib,0.12 um,24 h
MCF7,ruxolitinib,0.04 um,24 h
MCF7,linsitinib,10.0 um,24 h
MCF7,linsitinib,3.33 um,24 h
MCF7,linsitinib,1.11 um,24 h
MCF7,linsitinib,0.37 um,24 h
MCF7,linsitinib,0.12 um,24 h
MCF7,linsitinib,0.04 um,24 h
